City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
217,gallup,35.5281,-108.7426,66.96,61,75,6.91,US,1663084985
218,hvide sande,56.0045,8.1294,60.1,75,73,29.28,DK,1663084987
219,alofi,-19.0595,-169.9187,76.51,78,5,18.88,NU,1663084990
220,kondopoga,62.2057,34.2614,56.88,78,100,5.03,RU,1663084992
221,norman wells,65.282,-126.8329,50.67,54,100,3.31,CA,1663084995
222,manggar,-2.8833,108.2667,80.65,80,100,7.23,ID,1663084997
223,avera,33.194,-82.5271,76.51,35,25,6.06,US,1663084999
224,sakaiminato,35.55,133.2333,76.08,87,100,14.32,JP,1663085002
225,kloulklubed,7.0419,134.2556,84.07,71,90,10.58,PW,1663085004
226,constantine,36.365,6.6147,97.72,17,71,6.85,DZ,1663084827
227,malanje,-9.5402,16.341,85.28,32,86,3.15,AO,1663085010
228,chama,47.1821,8.4636,80.08,61,20,2.3,CH,1663085013
229,buraydah,26.326,43.975,99.1,8,1,7.11,SA,1663085015
230,fortuna,40.5982,-124.1573,56.93,93,28,2.19,US,1663085017
231,dehloran,32.6941,47.2679,99.91,9,0,5.5,IR,1663085020
232,awbari,26.5921,12.7805,99.27,12,0,9.71,LY,1663084831
233,polson,47.6936,-114.1632,64.72,69,100,1.66,US,1663085024
234,jining,35.405,116.5814,67.32,78,0,5.93,CN,1663085027
235,paciran,-6.8767,112.3761,80.24,77,19,5.68,ID,1663085029
236,puerto carreno,6.189,-67.4859,86.65,64,76,1.25,CO,1663085032
237,talnakh,69.4865,88.3972,34.66,99,100,5.35,RU,1663085035
238,shieli,44.1667,66.75,67.1,25,2,16.69,KZ,1663085037
239,bonthe,7.5264,-12.505,80.53,71,99,11.12,SL,1663085040
240,sitka,57.0531,-135.33,53.62,82,47,3.38,US,1663085042
241,sao joao da barra,-21.6403,-41.0511,75.65,70,19,15.32,BR,1663085046
242,pyinmana,19.7333,96.2167,74.32,95,95,3.87,MM,1663085049
243,imbituba,-28.24,-48.6703,70.86,80,22,10.07,BR,1663085051
244,kathu,7.9178,98.3332,85.75,69,99,11.9,TH,1663085053
245,sawakin,19.1059,37.3321,92.5,47,53,9.93,SD,1663085056
246,mahanoro,-19.9,48.8,69.1,83,32,7.36,MG,1663085058
247,dakar,14.6937,-17.4441,86.88,75,80,13.42,SN,1663085051
248,moranbah,-22.0016,148.0466,60.98,80,0,8.37,AU,1663085063
249,oussouye,12.485,-16.5469,84.96,69,100,12.46,SN,1663085065
250,san quintin,30.4833,-115.95,72.09,86,74,4.0,MX,1663085067
251,colares,38.7992,-9.4469,73.26,70,75,28.99,PT,1663085070
252,ilulissat,69.2167,-51.1,44.62,87,75,5.75,GL,1663085072
253,virginia beach,36.8529,-75.978,84.02,79,75,10.36,US,1663085076
254,touros,-5.1989,-35.4608,82.44,68,67,16.35,BR,1663085079
255,bethel,41.3712,-73.414,77.9,83,63,1.01,US,1663085081
256,fare,-16.7,-151.0167,77.29,76,100,19.26,PF,1663085085
257,surt,31.2089,16.5887,82.0,61,0,11.1,LY,1663085088
258,barrow,71.2906,-156.7887,35.62,93,100,20.71,US,1663085090
259,basingstoke,51.2625,-1.0871,64.47,92,100,5.75,GB,1663084927
260,mulchen,-37.7167,-72.2333,62.46,47,43,2.77,CL,1663085094
261,altamont,42.2068,-121.7372,59.77,79,0,0.0,US,1663085097
